"SL","Title","Description Summary","Price","Base Price","Discount Price"," Quantity"," Size"," Condition"," Status"," Is Featured"," Cat ID"," SubCat ID"," ChildCat ID"," Barnd ID"," SKU"," Weight"," Lenght"," Height"," Width"," Is Physical"," Warehouse"," Template"," Backorder"," Discount Option"," SPH"," DIA"," CYL"," AXIS"," RAD"," COLOR"," ADD"," UPC"," VTO"," VTO Url"," Lens Option"," Gender Man"," Gender Woman"," B2B Option"," Ek Price"," Discount"," Photo"
"413","CT1603","WELDING TORCH","38","38","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124359","0","","0","0","0","1","19","0","pr-ct1603445.jpg"
"414","CT4404 RADIAN APPARATUS(4 INDEX)","","38","38","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124478","0","","0","0","0","1","19","0","pr-ct4404552.jpg"
"415","CT6211","TOOL STAND(EMPTY) ","38","38","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124121","0","","0","0","0","1","19","0",""
"416","CT8802NA/NB","ADHESIVE TAPE","38","38","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124144","0","","0","0","0","1","19","0","pr-ct8802n-1724.jpg"
"417","CT8811N","ADHESIVE TAPE","38","38","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124585","0","","0","0","0","1","19","0","pr-ct8811n739.jpg"
"418","CTS-4405C","MIRROR-8""(MIN: 100PCS)","38","38","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124227","0","","0","0","0","1","19","0",""
"419","CTG-244 SILICONE NOSE PADS","","38.4","38","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123690","0","","0","0","0","1","19.2","0","pr-2013710193834.jpg"
"420","CT41003","DIGITAL VERNIER CALIPER","40","40","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124509","0","","0","0","0","1","20","0",""
"421","CT6204","TOOL STAND","40","40","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124118","0","","0","0","0","1","20","0",""
"422","CTT-C07 PVC CAP ","10000Stk.","40","40","","10","","default","active","0","188","91","","6","CTT-C07","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123559","0","","0","0","0","1","20","0","pr-20137413956.jpg"
"423","CT-C2001 - C2006 SILICONE NOSE PADS ","","40.8","41","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123683","0","","0","0","0","1","20.4","0",""
"424","CT01-M900","Aluminum tube without lock","41.14","41","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124168","0","","0","0","0","1","20.57","0","pr-ct01-m900-1398.jpg"
"425","CTS-4408C","MIRROR-8""(MIN: 100PCS)","41.8","42","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124228","0","","0","0","0","1","20.9","0",""
"426","CT2211/2212","TRIAL FRAME(TITANIUM)","42","42","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124412","0","","0","0","0","1","21","0",""
"427","CT6202","TOOL STAND","42","42","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124117","0","","0","0","0","1","21","0",""
"428","CT8812N","ADHESIVE TAPE","42","42","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124147","0","","0","0","0","1","21","0",""
"429","CTR-402/403/404/405/406/407/ 408/409/410/412 PVC NOSE PAD","","42","42","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123698","0","","0","0","0","1","21","0",""
"430","CTS-6601C","MIRROR(MIN: 100PCS)","42","42","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124667","0","","0","0","0","1","21","0",""
"431","CTT-121/185/187 PVC NOSE PAD","","42","42","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123697","0","","0","0","0","1","21","0",""
"432","CT31106-2","TOOL SET","44","44","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123981","0","","0","0","0","1","22","0","pr-ct31106-2759.jpg"
"433","CTS-3034","Eyeglasses cabinet ","44","44","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124210","0","","0","0","0","1","22","0","pr-cts303465.jpg"
"434","CT-004 SCREW EXTRACTOR (MIN:50PCS)","","46","46","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124589","0","","0","0","0","1","23","0","pr-ct004-1422.jpg"
"435","CT1101","SCREW EXTRACTOR","46","46","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123910","0","","0","0","0","1","23","0","pr-ct1101440.jpg"
"436","CTS-3018","Eyeglasses box","46.2","46","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124206","0","","0","0","0","1","23.1","0",""
"437","CT31106","TOOL SET","48","48","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124423","0","","0","0","0","1","24","0","pr-ct31106758.jpg"
"438","CT4722","MADDOX TEST(R/G)","48","48","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124506","0","","0","0","0","1","24","0","pr-ct4722589.jpg"
"439","CT5909","FRAME HEATER","48","48","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124105","0","","0","0","0","1","24","0","pr-ct5909642.jpg"
"440","CTS-001","Mirror(MOQ: 100PCS)","48","48","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124661","0","","0","0","0","1","24","0",""
"441","CT01-M900-1","Aluminum tube with lock","48.4","48","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124607","0","","0","0","0","1","24.2","0","pr-ct01-m900397.jpg"
"442","CT02-M1000","Aluminum tube without lock","48.4","48","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124173","0","","0","0","0","1","24.2","0","pr-ct02-m1000409.jpg"
"443","CTS-3033","Eyeglasses box","48.4","48","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124648","0","","0","0","0","1","24.2","0",""
"444","CT-003 SPRING HINGE ASSEMBLY TOOL (MIN:50PCS)","","50","50","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124150","0","","0","0","0","1","25","0","pr-ct003419.jpg"
"445","CT2308","LED NEAR VISUAL CHART","50","50","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123973","0","","0","0","0","1","25","0",""
"446","CT-A13 THICKNESS APPARATUS(MIN:50PCS)","","50","50","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124159","0","","0","0","0","1","25","0","pr-ct-a13thicknessapparatus12.jpg"
"447","CT31316A","SCREWDRIVER SET(MIN:20SET)","50.6","51","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123988","0","","0","0","0","1","25.3","0","pr-ct31316a769.jpg"
"448","CT31318A","SCREWDRIVER SET(MIN:20SET)","50.6","51","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123989","0","","0","0","0","1","25.3","0","pr-ct31318a771.jpg"
"449","CT31359A","SCREWDRIVER SET(MIN:20SET)","50.6","51","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123992","0","","0","0","0","1","25.3","0","pr-ct31359a777.jpg"
"450","CTS-5502C","MIRROR(MIN: 30PCS)","50.6","51","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124666","0","","0","0","0","1","25.3","0",""
"451","CTS-002","Mirror(MOQ: 100PCS)","51.92","52","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124224","0","","0","0","0","1","25.96","0",""
"452","CT1201","LENS STRAIN TESTER","52","52","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124355","0","","0","0","0","1","26","0","pr-ct1201441.jpg"
"453","CT2202A","TRIAL FRAME","52","52","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124408","0","","0","0","0","1","26","0","pr-ct2202a484.jpg"
"454","CT41002","VERNIER CALIPER","52","52","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124067","0","","0","0","0","1","26","0",""
"455","CT01-M1200","Aluminum tube without lock","52.14","52","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124169","0","","0","0","0","1","26.07","0","pr-ct01-m1200399.jpg"
"456","CT02-M1200","Aluminum tube without lock","52.14","52","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124174","0","","0","0","0","1","26.07","0","pr-ct02-m1200411.jpg"
"457","CT1914","PNEUMATIC CHAIR","54","54","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124374","0","","0","0","0","1","27","0","pr-ct1914477.jpg"
"458","CT1915","PNEUMATIC CHAIR","54","54","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123930","0","","0","0","0","1","27","0","pr-ct1915478.jpg"
"459","CT4703","BOARD LENSES(ALUMINUM CASE)","54","54","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124491","0","","0","0","0","1","27","0","pr-ct4703572.jpg"
"460","CT5705","ULTRASONIC CLEANER (MIN:36PCS)","54","54","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124535","0","","0","0","0","1","27","0","pr-ct5705623.jpg"
"461","CT5708","ULTRASONIC CLEANER (MIN:36PCS)","54","54","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124096","0","","0","0","0","1","27","0","pr-ct5708626.jpg"
"462","CT5709","ULTRASONIC CLEANER (MIN:36PCS)","54","54","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124537","0","","0","0","0","1","27","0","pr-ct5709627.jpg"
"463","CTS-2013","Eyeglasses cabinet ","55","55","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124635","0","","0","0","0","1","27.5","0",""
"464","CT02-M1000-1","Aluminum tube with lock","55.66","56","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124612","0","","0","0","0","1","27.83","0","pr-ct02-m1000409.jpg"
"465","CT41004","DIGITAL VERNIER CALIPER","56","56","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124068","0","","0","0","0","1","28","0",""
"466","CT4115","PD METER","56","56","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124450","0","","0","0","0","1","28","0","pr-ct4115522.jpg"
"467","CT4710B","FLIPPER","56","56","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124054","0","","0","0","0","1","28","0","pr-ct4710b-2577.jpg"
"468","CT5729","ULTRASONIC CLEANER (MIN:24PCS)","56","56","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124541","0","","0","0","0","1","28","0","pr-ct5729636.jpg"
"469","CTT-C06-01~05 REACH NUTS","","56","56","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123702","0","","0","0","0","1","28","0","pr-20137413956.jpg"
"470","CT1912","PNEUMATIC CHAIR","58","58","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123929","0","","0","0","0","1","29","0","pr-ct1912476.jpg"
"471","CT2203","TRIAL FRAME","58","58","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124409","0","","0","0","0","1","29","0","pr-ct2203487.jpg"
"472","CT5706","ULTRASONIC CLEANER (MIN:36PCS)","58","58","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124095","0","","0","0","0","1","29","0","pr-ct5706624.jpg"
"473","CB003 PEAL CHAINS","","59.2","59","","10","","default","active","0","188","91","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123639","0","","0","0","0","1","29.6","0",""
"474","CT01-M1200-1","Aluminum tube with lock","59.4","59","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124608","0","","0","0","0","1","29.7","0","pr-ct01-m1200399.jpg"
"475","CT02-M1200-1","Aluminum tube with lock","59.4","59","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124613","0","","0","0","0","1","29.7","0","pr-ct02-m1200411.jpg"
